项目编码,项目名称,商务开累产值不含税,商务开累产值含税,商务本年产值不含税,商务本年产值含税,商务开累成本,商务本年成本
U_ORG_XM_CQTXEQ,重庆腾讯云计算中心二期,92403882.41848089,102170498.04782674,315376.20322426024,349888.20673636073,91301788.98000002,312445.3999999996
U_ORG_XM_CQTXEQXF,重庆腾讯云计算中心二期消防工程,18574388.531964693,20246083.498789687,1923211.8083719118,2096300.8710164763,18293080.33,1894084.8599999996
U_ORG_XM_CQTXXF,重庆腾讯云计算中心一期消防工程,7616938.774063701,8377962.487719965,-61285.00743601292,-67545.7951454633,7506242.3,-60374.33
U_ORG_XM_CQYSCN,重庆亚士创能长寿综合制造基地,167730584.45641765,182826337.03903642,167576010.69586375,182657851.6400542,122085596.47999996,121977099.43999997
U_ORG_XM_CQYCZCZGZN,重庆永川中船重工智能制造产业园,3978028.0784269758,4336050.606485404,-135945.6459754367,-148180.75414740015,3687965.21,-126033.00000000001
U_ORG_XM_CQYYSZXZ,重庆云阳数智森林小镇产业园区(一期)EPC,58942243.580158666,64247045.50279674,58942243.580158666,64247045.50279674,58552710.09,58552710.09
U_ORG_XM_ZHCSXW,珠海醋酸纤维有限公司搬迁扩建,676966.004899837,683168.689192581,0,0,641376.6,0
U_ORG_XM_ZHHFGC,珠海华发广场,190429800.05643144,209472780.0375673,66343336.95789629,72977670.64515506,178630701.7030512,62270183.646198995
U_ORG_XM_ZHZLSZ,珠海臻林山庄,387337056.90312284,422194786.75774604,18997929.621685356,20707743.287556898,382549493.54618746,18690882.109999996
U_ORG_XM_ZHZWKCZX,珠海正威科创中心,139013458.6415562,151524669.91964304,139013458.6415562,151524669.91964304,71092657.51,71092657.51
U_ORG_XM_ZZQLY,涿州阿里云计算数据中心,645623.6953859334,703729.8279818698,645623.6953859334,703729.8279818698,608694.02,608694.02
